job_id,title,category,skills,responsibilities,keywords_raw,experience_level,years_required,source,skills_list,keywords_list,skills_clean,job_text,skills_raw,location,industry,Category
FIT002,Sports Coach,FITNESS,"Sport-Specific Training, Team Management, Strategy Development, Performance Analysis, Video Analysis, First Aid, Communication",Coach athletes; Develop training programs; Analyze performance; Coordinate team activities; Scout talent,sports coach training team management strategy performance analysis video analysis first aid communication,Mid,4,LinkedIn,"['Sport-Specific Training', 'Team Management', 'Strategy Development', 'Performance Analysis', 'Video Analysis', 'First Aid', 'Communication']","['sports coach', 'training', 'team management', 'strategy', 'performance analysis', 'video analysis', 'first aid', 'communication']",sport specific training team management strategy development performance analysis video analysis first aid communication,FITNESS Sports Coach sport specific training team management strategy development performance analysis video analysis first aid communication mid 4 years,"Sport-Specific Training, Team Management, Strategy Development, Performance Analysis, Video Analysis, First Aid, Communication",,,
AGR001,Agronomist,AGRICULTURE,"Soil Science, Crop Management, Irrigation, Pest Control, GIS, Agricultural Software, Data Analysis, Research, Communication",Advise on crop production; Conduct soil testing; Recommend pest management; Analyze agricultural data; Develop farm plans,agronomist soil science crop management irrigation pest control gis agricultural software data analysis research,Mid,4,AgriJobs,"['Soil Science', 'Crop Management', 'Irrigation', 'Pest Control', 'GIS', 'Agricultural Software', 'Data Analysis', 'Research', 'Communication']","['agronomist', 'soil science', 'crop management', 'irrigation', 'pest control', 'gis', 'agricultural software', 'data analysis', 'research']",soil science crop management irrigation pest control gis agricultural software data analysis research communication,AGRICULTURE Agronomist soil science crop management irrigation pest control gis agricultural software data analysis research communication mid 4 years,"Soil Science, Crop Management, Irrigation, Pest Control, GIS, Agricultural Software, Data Analysis, Research, Communication",,,
AGR002,Farm Manager,AGRICULTURE,"Farm Operations, Crop Planning, Staff Management, Equipment Maintenance, Budget Management, Supply Chain, Agricultural Law, Communication",Manage farm operations; Plan crop cycles; Supervise workers; Maintain equipment; Control budget,farm manager operations crop planning staff management equipment maintenance budget supply chain agricultural law,Senior,6,Indeed,"['Farm Operations', 'Crop Planning', 'Staff Management', 'Equipment Maintenance', 'Budget Management', 'Supply Chain', 'Agricultural Law', 'Communication']","['farm manager', 'operations', 'crop planning', 'staff management', 'equipment maintenance', 'budget', 'supply chain', 'agricultural law']",farm operations crop planning staff management equipment maintenance budget management supply chain agricultural law communication,AGRICULTURE Farm Manager farm operations crop planning staff management equipment maintenance budget management supply chain agricultural law communication senior 6 years,"Farm Operations, Crop Planning, Staff Management, Equipment Maintenance, Budget Management, Supply Chain, Agricultural Law, Communication",,,
BPO001,Customer Service Representative,BPO,"Customer Service, Communication, CRM, Problem Solving, Data Entry, MS Office, Active Listening, Multilingual, Ticketing Systems",Handle customer inquiries; Resolve complaints; Process transactions; Maintain customer records; Meet SLA targets,customer service communication crm problem solving data entry ms office active listening multilingual ticketing systems,Junior,1,Naukri,"['Customer Service', 'Communication', 'CRM', 'Problem Solving', 'Data Entry', 'MS Office', 'Active Listening', 'Multilingual', 'Ticketing Systems']","['customer service', 'communication', 'crm', 'problem solving', 'data entry', 'ms office', 'active listening', 'multilingual', 'ticketing systems']",customer service communication crm problem solving data entry ms office active listening multilingual ticketing systems,BPO Customer Service Representative customer service communication crm problem solving data entry ms office active listening multilingual ticketing systems junior 1 year,"Customer Service, Communication, CRM, Problem Solving, Data Entry, MS Office, Active Listening, Multilingual, Ticketing Systems",,,
BPO002,BPO Team Leader,BPO,"Team Management, Quality Assurance, KPI Monitoring, Coaching, CRM, Escalation Management, Reporting, Communication",Lead BPO team; Monitor performance; Handle escalations; Train agents; Generate reports; Ensure quality standards,bpo team leader quality assurance kpi coaching crm escalation management reporting communication,Mid,3,LinkedIn,"['Team Management', 'Quality Assurance', 'KPI Monitoring', 'Coaching', 'CRM', 'Escalation Management', 'Reporting', 'Communication']","['bpo team leader', 'quality assurance', 'kpi', 'coaching', 'crm', 'escalation management', 'reporting', 'communication']",team management quality assurance kpi monitoring coaching crm escalation management reporting communication,BPO BPO Team Leader team management quality assurance kpi monitoring coaching crm escalation management reporting communication mid 3 years,"Team Management, Quality Assurance, KPI Monitoring, Coaching, CRM, Escalation Management, Reporting, Communication",,,
SAL001,Sales Executive,SALES,"Prospecting, Negotiation, CRM, Cold Calling, Presentation, Closing, Product Knowledge, Networking, Excel",Generate leads; Build client relationships; Present products; Negotiate and close deals; Achieve monthly sales targets,sales executive prospecting negotiation crm cold calling presentation closing product knowledge networking excel,Junior,2,Indeed,"['Prospecting', 'Negotiation', 'CRM', 'Cold Calling', 'Presentation', 'Closing', 'Product Knowledge', 'Networking', 'Excel']","['sales executive', 'prospecting', 'negotiation', 'crm', 'cold calling', 'presentation', 'closing', 'product knowledge', 'networking', 'excel']",prospecting negotiation crm cold calling presentation closing product knowledge networking excel,SALES Sales Executive prospecting negotiation crm cold calling presentation closing product knowledge networking excel junior 2 years,"Prospecting, Negotiation, CRM, Cold Calling, Presentation, Closing, Product Knowledge, Networking, Excel",,,
SAL002,Sales Manager,SALES,"Sales Strategy, Team Leadership, Forecasting, CRM, P&L Management, Territory Management, Coaching, Negotiation, Market Analysis",Lead sales team; Develop sales strategies; Monitor targets; Train sales reps; Manage key accounts; Report to leadership,sales manager strategy team leadership forecasting crm pl management territory coaching negotiation market analysis,Senior,7,LinkedIn,"['Sales Strategy', 'Team Leadership', 'Forecasting', 'CRM', 'P&L Management', 'Territory Management', 'Coaching', 'Negotiation', 'Market Analysis']","['sales manager', 'strategy', 'team leadership', 'forecasting', 'crm', 'pl management', 'territory', 'coaching', 'negotiation', 'market analysis']",sales strategy team leadership forecasting crm pl management territory management coaching negotiation market analysis,SALES Sales Manager sales strategy team leadership forecasting crm pl management territory management coaching negotiation market analysis senior 7 years,"Sales Strategy, Team Leadership, Forecasting, CRM, P&L Management, Territory Management, Coaching, Negotiation, Market Analysis",,,
CON001,Management Consultant,CONSULTANT,"Business Analysis, Strategy, Problem Solving, Data Analysis, Excel, PowerPoint, Stakeholder Management, Project Management, Consulting Frameworks",Advise clients on business strategy; Conduct research; Develop recommendations; Present findings; Manage project timelines,management consultant business analysis strategy problem solving data analysis excel powerpoint stakeholder project management,Mid,4,LinkedIn,"['Business Analysis', 'Strategy', 'Problem Solving', 'Data Analysis', 'Excel', 'PowerPoint', 'Stakeholder Management', 'Project Management', 'Consulting Frameworks']","['management consultant', 'business analysis', 'strategy', 'problem solving', 'data analysis', 'excel', 'powerpoint', 'stakeholder', 'project management']",business analysis strategy problem solving data analysis excel powerpoint stakeholder management project management consulting frameworks,CONSULTANT Management Consultant business analysis strategy problem solving data analysis excel powerpoint stakeholder management project management consulting frameworks mid 4 years,"Business Analysis, Strategy, Problem Solving, Data Analysis, Excel, PowerPoint, Stakeholder Management, Project Management, Consulting Frameworks",,,
CON002,IT Consultant,CONSULTANT,"Systems Analysis, IT Strategy, Cloud Solutions, Project Management, ITIL, Cybersecurity, Communication, Vendor Management, SQL",Assess IT infrastructure; Recommend solutions; Manage implementations; Advise on IT strategy; Support digital transformation,it consultant systems analysis it strategy cloud solutions project management itil cybersecurity vendor management sql,Senior,6,Naukri,"['Systems Analysis', 'IT Strategy', 'Cloud Solutions', 'Project Management', 'ITIL', 'Cybersecurity', 'Communication', 'Vendor Management', 'SQL']","['it consultant', 'systems analysis', 'it strategy', 'cloud solutions', 'project management', 'itil', 'cybersecurity', 'vendor management', 'sql']",systems analysis it strategy cloud solutions project management itil cybersecurity communication vendor management sql,CONSULTANT IT Consultant systems analysis it strategy cloud solutions project management itil cybersecurity communication vendor management sql senior 6 years,"Systems Analysis, IT Strategy, Cloud Solutions, Project Management, ITIL, Cybersecurity, Communication, Vendor Management, SQL",,,
DM001,Social Media Manager,DIGITAL-MEDIA,"Content Creation, Social Media Strategy, Analytics, SEO, Copywriting, Canva, Hootsuite, Engagement, Paid Ads, Community Management",Manage social media accounts; Create content calendars; Analyze performance; Run ad campaigns; Engage with audience,social media manager content creation strategy analytics seo copywriting canva hootsuite engagement paid ads community,Mid,3,LinkedIn,"['Content Creation', 'Social Media Strategy', 'Analytics', 'SEO', 'Copywriting', 'Canva', 'Hootsuite', 'Engagement', 'Paid Ads', 'Community Management']","['social media manager', 'content creation', 'strategy', 'analytics', 'seo', 'copywriting', 'canva', 'hootsuite', 'engagement', 'paid ads', 'community']",content creation social media strategy analytics seo copywriting canva hootsuite engagement paid ads community management,DIGITAL-MEDIA Social Media Manager content creation social media strategy analytics seo copywriting canva hootsuite engagement paid ads community management mid 3 years,"Content Creation, Social Media Strategy, Analytics, SEO, Copywriting, Canva, Hootsuite, Engagement, Paid Ads, Community Management",,,
DM002,Digital Marketing Executive,DIGITAL-MEDIA,"Google Ads, Facebook Ads, SEO, SEM, Email Marketing, Analytics, CRM, A/B Testing, Content Strategy, ROI Analysis",Run digital ad campaigns; Optimize SEO/SEM; Manage email marketing; Track campaign KPIs; Improve conversion rates,digital marketing google ads facebook ads seo sem email marketing analytics crm ab testing content strategy roi,Junior,2,Indeed,"['Google Ads', 'Facebook Ads', 'SEO', 'SEM', 'Email Marketing', 'Analytics', 'CRM', 'A/B Testing', 'Content Strategy', 'ROI Analysis']","['digital marketing', 'google ads', 'facebook ads', 'seo', 'sem', 'email marketing', 'analytics', 'crm', 'ab testing', 'content strategy', 'roi']",google ads facebook ads seo sem email marketing analytics crm ab testing content strategy roi analysis,DIGITAL-MEDIA Digital Marketing Executive google ads facebook ads seo sem email marketing analytics crm ab testing content strategy roi analysis junior 2 years,"Google Ads, Facebook Ads, SEO, SEM, Email Marketing, Analytics, CRM, A/B Testing, Content Strategy, ROI Analysis",,,
AUTO001,Automotive Engineer,AUTOMOBILE,"CAD, MATLAB, Vehicle Dynamics, Engine Design, AutoCAD, CATIA, Project Management, Mechanical Engineering, Testing & Validation",Design vehicle systems; Test components; Troubleshoot engineering issues; Collaborate with production teams; Write technical reports,automotive engineer cad matlab vehicle dynamics engine design autocad catia project management mechanical testing,Mid,4,LinkedIn,"['CAD', 'MATLAB', 'Vehicle Dynamics', 'Engine Design', 'AutoCAD', 'CATIA', 'Project Management', 'Mechanical Engineering', 'Testing & Validation']","['automotive engineer', 'cad', 'matlab', 'vehicle dynamics', 'engine design', 'autocad', 'catia', 'project management', 'mechanical engineering', 'testing']",cad matlab vehicle dynamics engine design autocad catia project management mechanical engineering testing validation,AUTOMOBILE Automotive Engineer cad matlab vehicle dynamics engine design autocad catia project management mechanical engineering testing validation mid 4 years,"CAD, MATLAB, Vehicle Dynamics, Engine Design, AutoCAD, CATIA, Project Management, Mechanical Engineering, Testing & Validation",,,
AUTO002,Service Technician,AUTOMOBILE,"Vehicle Diagnostics, Engine Repair, Transmission, Electrical Systems, OBD Tools, Customer Service, Documentation, Safety Protocols",Diagnose vehicle faults; Perform repairs; Service vehicles; Advise customers; Maintain service records,service technician vehicle diagnostics engine repair transmission electrical systems obd tools customer service documentation safety,Junior,2,Naukri,"['Vehicle Diagnostics', 'Engine Repair', 'Transmission', 'Electrical Systems', 'OBD Tools', 'Customer Service', 'Documentation', 'Safety Protocols']","['service technician', 'vehicle diagnostics', 'engine repair', 'transmission', 'electrical systems', 'obd tools', 'customer service', 'documentation', 'safety']",vehicle diagnostics engine repair transmission electrical systems obd tools customer service documentation safety protocols,AUTOMOBILE Service Technician vehicle diagnostics engine repair transmission electrical systems obd tools customer service documentation safety protocols junior 2 years,"Vehicle Diagnostics, Engine Repair, Transmission, Electrical Systems, OBD Tools, Customer Service, Documentation, Safety Protocols",,,
CHF001,Executive Chef,CHEF,"Menu Planning, Kitchen Management, Food Safety, Culinary Techniques, Budget Management, Team Leadership, Inventory Control, Creativity",Design menus; Supervise kitchen staff; Ensure food quality; Manage inventory; Control food costs; Train junior chefs,executive chef menu planning kitchen management food safety culinary techniques budget team leadership inventory creativity,Senior,8,HotelJobs,"['Menu Planning', 'Kitchen Management', 'Food Safety', 'Culinary Techniques', 'Budget Management', 'Team Leadership', 'Inventory Control', 'Creativity']","['executive chef', 'menu planning', 'kitchen management', 'food safety', 'culinary techniques', 'budget', 'team leadership', 'inventory', 'creativity']",menu planning kitchen management food safety culinary techniques budget management team leadership inventory control creativity,CHEF Executive Chef menu planning kitchen management food safety culinary techniques budget management team leadership inventory control creativity senior 8 years,"Menu Planning, Kitchen Management, Food Safety, Culinary Techniques, Budget Management, Team Leadership, Inventory Control, Creativity",,,
CHF002,Pastry Chef,CHEF,"Baking, Pastry Arts, Chocolate Work, Cake Decorating, Recipe Development, Food Safety, Plating, Creativity, Inventory Management",Create pastry and dessert menus; Bake and decorate items; Manage pastry section; Train staff; Ensure quality standards,pastry chef baking pastry arts chocolate cake decorating recipe development food safety plating creativity inventory,Mid,4,Indeed,"['Baking', 'Pastry Arts', 'Chocolate Work', 'Cake Decorating', 'Recipe Development', 'Food Safety', 'Plating', 'Creativity', 'Inventory Management']","['pastry chef', 'baking', 'pastry arts', 'chocolate', 'cake decorating', 'recipe development', 'food safety', 'plating', 'creativity', 'inventory']",baking pastry arts chocolate work cake decorating recipe development food safety plating creativity inventory management,CHEF Pastry Chef baking pastry arts chocolate work cake decorating recipe development food safety plating creativity inventory management mid 4 years,"Baking, Pastry Arts, Chocolate Work, Cake Decorating, Recipe Development, Food Safety, Plating, Creativity, Inventory Management",,,
FIN001,Financial Analyst,FINANCE,"Financial Modeling, Excel, SQL, Forecasting, Budgeting, Valuation, Bloomberg, PowerPoint, Risk Analysis, GAAP",Build financial models; Analyze financial statements; Prepare reports; Support investment decisions; Monitor KPIs,financial analyst financial modeling excel sql forecasting budgeting valuation bloomberg powerpoint risk analysis gaap,Mid,3,LinkedIn,"['Financial Modeling', 'Excel', 'SQL', 'Forecasting', 'Budgeting', 'Valuation', 'Bloomberg', 'PowerPoint', 'Risk Analysis', 'GAAP']","['financial analyst', 'financial modeling', 'excel', 'sql', 'forecasting', 'budgeting', 'valuation', 'bloomberg', 'powerpoint', 'risk analysis', 'gaap']",financial modeling excel sql forecasting budgeting valuation bloomberg powerpoint risk analysis gaap,FINANCE Financial Analyst financial modeling excel sql forecasting budgeting valuation bloomberg powerpoint risk analysis gaap mid 3 years,"Financial Modeling, Excel, SQL, Forecasting, Budgeting, Valuation, Bloomberg, PowerPoint, Risk Analysis, GAAP",,,
FIN002,Investment Banker,FINANCE,"M&A, DCF Valuation, Pitch Books, Financial Modeling, Capital Markets, Excel, Bloomberg, Due Diligence, Client Relations, CFA",Execute M&A transactions; Build valuation models; Prepare pitch books; Conduct due diligence; Manage client relationships,investment banker ma dcf valuation pitch books financial modeling capital markets excel bloomberg due diligence client relations cfa,Senior,7,Financial Times Jobs,"['M&A', 'DCF Valuation', 'Pitch Books', 'Financial Modeling', 'Capital Markets', 'Excel', 'Bloomberg', 'Due Diligence', 'Client Relations', 'CFA']","['investment banker', 'ma', 'dcf valuation', 'pitch books', 'financial modeling', 'capital markets', 'excel', 'bloomberg', 'due diligence', 'client relations', 'cfa']",m a dcf valuation pitch books financial modeling capital markets excel bloomberg due diligence client relations cfa,FINANCE Investment Banker m a dcf valuation pitch books financial modeling capital markets excel bloomberg due diligence client relations cfa senior 7 years,"M&A, DCF Valuation, Pitch Books, Financial Modeling, Capital Markets, Excel, Bloomberg, Due Diligence, Client Relations, CFA",,,
APP001,Fashion Designer,APPAREL,"Sketching, Fabric Selection, Pattern Making, Adobe Illustrator, Trend Analysis, Garment Construction, CAD, Sewing, Merchandising",Design clothing lines; Select fabrics; Create patterns; Supervise production; Present collections; Conduct trend research,fashion designer sketching fabric selection pattern making adobe illustrator trend analysis garment construction cad sewing merchandising,Mid,4,FashionJobs,"['Sketching', 'Fabric Selection', 'Pattern Making', 'Adobe Illustrator', 'Trend Analysis', 'Garment Construction', 'CAD', 'Sewing', 'Merchandising']","['fashion designer', 'sketching', 'fabric selection', 'pattern making', 'adobe illustrator', 'trend analysis', 'garment construction', 'cad', 'sewing', 'merchandising']",sketching fabric selection pattern making adobe illustrator trend analysis garment construction cad sewing merchandising,APPAREL Fashion Designer sketching fabric selection pattern making adobe illustrator trend analysis garment construction cad sewing merchandising mid 4 years,"Sketching, Fabric Selection, Pattern Making, Adobe Illustrator, Trend Analysis, Garment Construction, CAD, Sewing, Merchandising",,,
