title,organization,skills,rating,review_counts,difficulty,description,url,source,skills_list,course_text,category
achieving advanced insights with bigquery,Google Cloud,Google Cloud Platform  SQL  aggregate function  mathematical optimization  scalability  Cloud Computing  bigquery  query optimization  Databases  Cloud Platforms information-technology data-management,4.7,0.0,Advanced,the third course in this specialization is achieving advanced insights with bigquery. here we will build on your growing knowledge of sql as we dive into advanced functions and how to break apart a complex query into manageable steps. we will cover the internal architecture of bigquery (column-based sharded storage) and advanced sql topics like nested and repeated fields through the use of arrays and structs. lastly we will dive into optimizing your queries for performance and how you can secure your data through authorized views. by enrolling in this specialization you agree to the qwiklabs terms of service as set out in the faq and located at: https://qwiklabs.com/terms_of_service,https://www.coursera.org/learn/gcp-Advanced-insights-bigquery,coursera_v1,['google cloud platform  sql  aggregate function  mathematical optimization  scalability  cloud computing  bigquery  query optimization  databases  cloud platforms information-technology data-management'],achieving advanced insights with bigquery google cloud google cloud platform sql aggregate function mathematical optimization scalability cloud computing bigquery query optimization databases cloud platforms information-technology data-management advanced the third course in this specialization is achieving advanced insights with bigquery. here we will build on your growing knowledge of sql as we dive into advanced functions and how to break apart a complex query into manageable steps. we will cover the internal architecture of bigquery (column-based sharded storage) and advanced sql topics like nested and repeated fields through the use of arrays and structs. lastly we will dive into optimizing your queries for performance and how you can secure your data through authorized views. by enrolling in this specialization you agree to the qwiklabs terms of service as set out in the faq and located at: https://qwiklabs.com/terms_of_service,ARTS
exploring beethoven s piano sonatas,Curtis Institute of Music,future generation  music  Writing  streaming media  chord  latex  hold  psychological effects  piano  deafness arts-and-humanities music-and-art,4.8,0.0,Not Calibrated,"our relationship to beethoven is a deep and paradoxical one. for many musicians, he represents a kind of holy grail: his music has an intensity, rigor, and profundity which keep us in its thrall, and it is perhaps unequalled in the interpretive, technical, and even spiritual challenges it poses to performers. at the same time, beethoven s music is casually familiar to millions of people who do not attend concerts or consider themselves musically inclined. two hundred years after his death, he is everywhere in the culture, yet still represents its summit. this course takes an inside-out look at the 32 piano sonatas from the point of view of a performer. each lecture will focus on one sonata and an aspect of beethoven s music exemplified by it. (these might include: the relationship between beethoven the pianist and beethoven the composer; the critical role improvisation plays in his highly structured music; his mixing of extremely refined music with rougher elements; and the often surprising ways in which the events of his life influenced his compositional process and the character of the music he was writing.) the course will feature some analysis and historical background, but its perspective is that of a player, not a musicologist. its main aim is to explore and demystify the work of the performer, even while embracing the eternal mystery of beethoven s music itself. this season's curtis courses are sponsored by linda richardson in loving memory of her husband, dr. paul richardson. the dolfinger-mcmahon foundation supports curtis's lifelong learning initiatives.",https://www.coursera.org/learn/beethoven-piano-sonatas,coursera_v1,['future generation  music  writing  streaming media  chord  latex  hold  psychological effects  piano  deafness arts-and-humanities music-and-art'],"exploring beethoven s piano sonatas curtis institute of music future generation music writing streaming media chord latex hold psychological effects piano deafness arts-and-humanities music-and-art not calibrated our relationship to beethoven is a deep and paradoxical one. for many musicians, he represents a kind of holy grail: his music has an intensity, rigor, and profundity which keep us in its thrall, and it is perhaps unequalled in the interpretive, technical, and even spiritual challenges it poses to performers. at the same time, beethoven s music is casually familiar to millions of people who do not attend concerts or consider themselves musically inclined. two hundred years after his death, he is everywhere in the culture, yet still represents its summit. this course takes an inside-out look at the 32 piano sonatas from the point of view of a performer. each lecture will focus on one sonata and an aspect of beethoven s music exemplified by it. (these might include: the relationship between beethoven the pianist and beethoven the composer; the critical role improvisation plays in his highly structured music; his mixing of extremely refined music with rougher elements; and the often surprising ways in which the events of his life influenced his compositional process and the character of the music he was writing.) the course will feature some analysis and historical background, but its perspective is that of a player, not a musicologist. its main aim is to explore and demystify the work of the performer, even while embracing the eternal mystery of beethoven s music itself. this season's curtis courses are sponsored by linda richardson in loving memory of her husband, dr. paul richardson. the dolfinger-mcmahon foundation supports curtis's lifelong learning initiatives.",ARTS
text retrieval and search engines,University of Illinois at Urbana-Champaign,document retrieval  documents  language  web crawler  recommender systems  rankings  information retrieval  language model  Vector Spaces  text mining data-science data-analysis,4.4,0.0,Beginner,"recent years have seen a dramatic growth of natural language text data, including web pages, news articles, scientific literature, emails, enterprise documents, and social media such as blog articles, forum posts, product reviews, and tweets. text data are unique in that they are usually generated directly by humans rather than a computer system or sensors, and are thus especially valuable for discovering knowledge about people s opinions and preferences, in addition to many other kinds of knowledge that we encode in text. this course will cover search engine technologies, which play an important role in any data mining applications involving text data for two reasons. first, while the raw data may be large for any particular problem, it is often a relatively small subset of the data that are relevant, and a search engine is an essential tool for quickly discovering a small subset of relevant text data in a large text collection. second, search engines are needed to help analysts interpret any patterns discovered in the data by allowing them to examine the relevant original text data to make sense of any discovered pattern. you will learn the basic concepts, principles, and the major techniques in text retrieval, which is the underlying science of search engines.",https://www.coursera.org/learn/text-retrieval,coursera_v1,['document retrieval  documents  language  web crawler  recommender systems  rankings  information retrieval  language model  vector spaces  text mining data-science data-analysis'],"text retrieval and search engines university of illinois at urbana-champaign document retrieval documents language web crawler recommender systems rankings information retrieval language model vector spaces text mining data-science data-analysis beginner recent years have seen a dramatic growth of natural language text data, including web pages, news articles, scientific literature, emails, enterprise documents, and social media such as blog articles, forum posts, product reviews, and tweets. text data are unique in that they are usually generated directly by humans rather than a computer system or sensors, and are thus especially valuable for discovering knowledge about people s opinions and preferences, in addition to many other kinds of knowledge that we encode in text. this course will cover search engine technologies, which play an important role in any data mining applications involving text data for two reasons. first, while the raw data may be large for any particular problem, it is often a relatively small subset of the data that are relevant, and a search engine is an essential tool for quickly discovering a small subset of relevant text data in a large text collection. second, search engines are needed to help analysts interpret any patterns discovered in the data by allowing them to examine the relevant original text data to make sense of any discovered pattern. you will learn the basic concepts, principles, and the major techniques in text retrieval, which is the underlying science of search engines.",ARTS
build a twitter clone backend,Coursera Project Network,mongodb  modeling  php  euler's totient function  project  brand-new  front and back ends  web  cloning  application programming interfaces computer-science mobile-and-web-development,4.2,0.0,Beginner,"in this 1-hour 30-minute long project-based course, you will learn how to set up a node project and your development environment, create a basic express server and routes, set up a mongodb database and mongoose models, and implement twitter functionality (cruds). by the end of this project, you will create a fully functioning backend server for a twitter clone with node, express and mongodb. you will have enough knowledge to start working on any backend projects comfortably. this project will give you a head start into backend development which could lead to, if pursued and expanded on properly, a brand new back-end development career. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",https://www.coursera.org/learn/twitter-clone-backend,coursera_v1,"[""mongodb  modeling  php  euler's totient function  project  brand-new  front and back ends  web  cloning  application programming interfaces computer-science mobile-and-web-development""]","build a twitter clone backend coursera project network mongodb modeling php euler's totient function project brand-new front and back ends web cloning application programming interfaces computer-science mobile-and-web-development beginner in this 1-hour 30-minute long project-based course, you will learn how to set up a node project and your development environment, create a basic express server and routes, set up a mongodb database and mongoose models, and implement twitter functionality (cruds). by the end of this project, you will create a fully functioning backend server for a twitter clone with node, express and mongodb. you will have enough knowledge to start working on any backend projects comfortably. this project will give you a head start into backend development which could lead to, if pursued and expanded on properly, a brand new back-end development career. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",INFORMATION-TECHNOLOGY
introduction to ableton live,Berklee College of Music,music  Troubleshooting  Video Editing  saving  piano  guitar  Sound Design  ableton  Poetry Writing  electronic music arts-and-humanities music-and-art,4.8,0.0,Advanced,"the new version of introduction to ableton live featuring ableton live 10 will launch on april 20 in the past, digital audio workstations (daws) were programs used only by audio engineers with a highly specific knowledge base, on machines inaccessible to most people. but over the past 10-15 years, daws and the act of recording music have evolved from being a luxury of the few to being available to the masses. ableton live is one such application. used by an extremely broad range of music creators, ableton live not only facilitates the work of engineers, producers, and writers in professional, home, and mobile studio settings, but it is also a powerful platform for musicians on stage, in the dj booth, and elsewhere. in this ableton certified training center course developed by berklee online, you will explore some of live s most powerful and useful functionality: midi programming, audio recording, warping and processing, looping editing, mixing, performing, file management, and troubleshooting. meant to be a springboard for those who are new to ableton live and/or daws in general, this three-week course will provide you with a strong knowledge base for using live to take your musical ideas from conception to final recording. the course breaks down the many barriers of entry into music technology and encourages all those who wish, to create fearlessly. note: if you do not own ableton live 10, you can download the free, fully featured ableton live trial. the trial version will allow you to save and export your work for 30 days. if you use the trial version, do not download it until the course is scheduled to begin.",https://www.coursera.org/learn/ableton-live,coursera_v1,['music  troubleshooting  video editing  saving  piano  guitar  sound design  ableton  poetry writing  electronic music arts-and-humanities music-and-art'],"introduction to ableton live berklee college of music music troubleshooting video editing saving piano guitar sound design ableton poetry writing electronic music arts-and-humanities music-and-art advanced the new version of introduction to ableton live featuring ableton live 10 will launch on april 20 in the past, digital audio workstations (daws) were programs used only by audio engineers with a highly specific knowledge base, on machines inaccessible to most people. but over the past 10-15 years, daws and the act of recording music have evolved from being a luxury of the few to being available to the masses. ableton live is one such application. used by an extremely broad range of music creators, ableton live not only facilitates the work of engineers, producers, and writers in professional, home, and mobile studio settings, but it is also a powerful platform for musicians on stage, in the dj booth, and elsewhere. in this ableton certified training center course developed by berklee online, you will explore some of live s most powerful and useful functionality: midi programming, audio recording, warping and processing, looping editing, mixing, performing, file management, and troubleshooting. meant to be a springboard for those who are new to ableton live and/or daws in general, this three-week course will provide you with a strong knowledge base for using live to take your musical ideas from conception to final recording. the course breaks down the many barriers of entry into music technology and encourages all those who wish, to create fearlessly. note: if you do not own ableton live 10, you can download the free, fully featured ableton live trial. the trial version will allow you to save and export your work for 30 days. if you use the trial version, do not download it until the course is scheduled to begin.",ARTS
environmental management & ethics,Technical University of Denmark (DTU),environmental health  Nanotechnology  Environmental Protection  environmental impact assessment  Environmental Studies  Geology  sustainability  Leadership and Management  environmental economics  ethics physical-science-and-engineering environmental-science-and-sustainability,4.6,0.0,Intermediate,"decision-makers often turn to scientists and engineers to assist them to navigate through complex environmental, health and societal challenges pervaded by systemic uncertainty, ambiguity and ethical implications. this course prepares you to meet the requests and demands of current and future decision-makers and in this course, you will analyze ethical challenges associated with environmental dilemmas and apply different decision making tools relevant to environmental management and regulation.",https://www.coursera.org/learn/environmental-management-ethics,coursera_v1,['environmental health  nanotechnology  environmental protection  environmental impact assessment  environmental studies  geology  sustainability  leadership and management  environmental economics  ethics physical-science-and-engineering environmental-science-and-sustainability'],"environmental management & ethics technical university of denmark (dtu) environmental health nanotechnology environmental protection environmental impact assessment environmental studies geology sustainability leadership and management environmental economics ethics physical-science-and-engineering environmental-science-and-sustainability intermediate decision-makers often turn to scientists and engineers to assist them to navigate through complex environmental, health and societal challenges pervaded by systemic uncertainty, ambiguity and ethical implications. this course prepares you to meet the requests and demands of current and future decision-makers and in this course, you will analyze ethical challenges associated with environmental dilemmas and apply different decision making tools relevant to environmental management and regulation.",PUBLIC-RELATIONS
create a buy signal using rsi in r with the quantmod package,Coursera Project Network,trading  performance  stock  Algorithms  rule-based system  choice  Standard Deviation  technical analysis  algorithmic trading  Data Analysis data-science data-analysis,4.6,0.0,Beginner,"in this 1-hour long project-based course, you will learn how to pull down stock data using the r quantmod package. you will also learn how to perform analytics and pass financial risk functions to the data. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",https://www.coursera.org/learn/create-rsi-buy-signal-using-r,coursera_v1,['trading  performance  stock  algorithms  rule-based system  choice  standard deviation  technical analysis  algorithmic trading  data analysis data-science data-analysis'],"create a buy signal using rsi in r with the quantmod package coursera project network trading performance stock algorithms rule-based system choice standard deviation technical analysis algorithmic trading data analysis data-science data-analysis beginner in this 1-hour long project-based course, you will learn how to pull down stock data using the r quantmod package. you will also learn how to perform analytics and pass financial risk functions to the data. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",ACCOUNTANT
seeing through photographs,The Museum of Modern Art,essay writing  Critical Thinking  observation  photography  history  Photo Essays  Art History  art  analysis  Creativity arts-and-humanities music-and-art,4.8,0.0,Intermediate,"taking, sharing, and viewing photographs has become second nature for many of us. given our near-constant engagement with images this course will help you dig into the meaning of pictures and reconsider photography s role in our visual culture. this course aims to address the gap between seeing and truly understanding photographs by introducing a diversity of ideas, approaches, and technologies that inform their making. in this course you will look closely at 100 photographs from the collection of the museum of modern art, going behind the scenes of the museum and into artist studios through original films and audio interviews. you will hear a variety of perspectives on the ways photography has been used throughout its 180-year history: as a means of artistic expression, a tool for science and exploration, an instrument of documentation, a way to tell stories and record histories, and a mode of communication and critique. short texts and readings from moma publications provide enhanced context for the works in the course. by enrolling in this course, you ll join a community of international learners in discussion forums, receive invitations to live and virtual events from our lead instructor sarah meister, and gain exclusive access to moma resources. update: we ve been listening to your feedback in september 2020, we launched new content in seeing through photographs, including audio interviews with additional contemporary artists from around the world, videos of sarah introducing key ideas, and almost doubling the number of photographs from the collection. we ve also added opportunities for you to share and receive feedback on your photographs in the discussion forums.",https://www.coursera.org/learn/photography,coursera_v1,['essay writing  critical thinking  observation  photography  history  photo essays  art history  art  analysis  creativity arts-and-humanities music-and-art'],"seeing through photographs the museum of modern art essay writing critical thinking observation photography history photo essays art history art analysis creativity arts-and-humanities music-and-art intermediate taking, sharing, and viewing photographs has become second nature for many of us. given our near-constant engagement with images this course will help you dig into the meaning of pictures and reconsider photography s role in our visual culture. this course aims to address the gap between seeing and truly understanding photographs by introducing a diversity of ideas, approaches, and technologies that inform their making. in this course you will look closely at 100 photographs from the collection of the museum of modern art, going behind the scenes of the museum and into artist studios through original films and audio interviews. you will hear a variety of perspectives on the ways photography has been used throughout its 180-year history: as a means of artistic expression, a tool for science and exploration, an instrument of documentation, a way to tell stories and record histories, and a mode of communication and critique. short texts and readings from moma publications provide enhanced context for the works in the course. by enrolling in this course, you ll join a community of international learners in discussion forums, receive invitations to live and virtual events from our lead instructor sarah meister, and gain exclusive access to moma resources. update: we ve been listening to your feedback in september 2020, we launched new content in seeing through photographs, including audio interviews with additional contemporary artists from around the world, videos of sarah introducing key ideas, and almost doubling the number of photographs from the collection. we ve also added opportunities for you to share and receive feedback on your photographs in the discussion forums.",ARTS
ebola: essential knowledge for health professionals,University of Amsterdam,Epidemics  vaccines  vaccine  differential diagnosis  ebola virus disease  ebola  outbreak  disease  infection  epidemic life-sciences patient-care,4.6,0.0,Intermediate,"march 2014 marked the starting point of the largest outbreak of ebola virus disease in history. although the disease seems to be on a decrease, we are not there yet and new outbreaks will surely emerge. new efforts to combat the outbreak are necessary. this is why we developed this online course about ebola, targeted at health professionals across the world. in this course you will cover the fundamental knowledge any health professional should have with expected or confirmed cases or a general interest in the ebola disease. you will discuss the epidemiology of the disease, its pathophysiology and transmission, the clinical presentation including differential diagnosis and confirmation of disease. you will also discuss the general therapeutic approach to the care of ebola suspected or confirmed patients and discuss the novel vaccine and drug developments. as the ebola crisis continues to rage through the affected areas, we need health professionals like yourself to be informed and involved. this course is developed in collaboration with colleagues at the university of amsterdam, the university medical center utrecht (julius center/julius global health), elevate health, m decins sans fronti res and the lion heart foundation.",https://www.coursera.org/learn/ebola-essentials-for-health-professionals,coursera_v1,['epidemics  vaccines  vaccine  differential diagnosis  ebola virus disease  ebola  outbreak  disease  infection  epidemic life-sciences patient-care'],"ebola: essential knowledge for health professionals university of amsterdam epidemics vaccines vaccine differential diagnosis ebola virus disease ebola outbreak disease infection epidemic life-sciences patient-care intermediate march 2014 marked the starting point of the largest outbreak of ebola virus disease in history. although the disease seems to be on a decrease, we are not there yet and new outbreaks will surely emerge. new efforts to combat the outbreak are necessary. this is why we developed this online course about ebola, targeted at health professionals across the world. in this course you will cover the fundamental knowledge any health professional should have with expected or confirmed cases or a general interest in the ebola disease. you will discuss the epidemiology of the disease, its pathophysiology and transmission, the clinical presentation including differential diagnosis and confirmation of disease. you will also discuss the general therapeutic approach to the care of ebola suspected or confirmed patients and discuss the novel vaccine and drug developments. as the ebola crisis continues to rage through the affected areas, we need health professionals like yourself to be informed and involved. this course is developed in collaboration with colleagues at the university of amsterdam, the university medical center utrecht (julius center/julius global health), elevate health, m decins sans fronti res and the lion heart foundation.",HEALTHCARE
excel skills for business: intermediate ii,Macquarie University,modeling  Microsoft Excel  data validation  index  microsoft excel macro  microsoft excel vba  macro (computer science)  Data Model  solver  lookup table business business-essentials,4.8,0.0,Beginner,"spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. in this third course of our excel specialization excel skills for business you will delve deeper into some of the most powerful features excel has to offer. when you have successfully completed the course you will be able to check for and prevent errors in spreadsheets; create powerful automation in spreadsheets; apply advanced formulas and conditional logic to help make informed business decisions; and create spreadsheets that help forecast and model data. once again, we have brought together a great teaching team that will be with you every step of the way. nicky, prashan and myself will guide you through each week. as we are exploring these more advanced topics, we are following alex who is an excel consultant called in by businesses that experience issues with their spreadsheets.",https://www.coursera.org/learn/excel-intermediate-2,coursera_v1,['modeling  microsoft excel  data validation  index  microsoft excel macro  microsoft excel vba  macro (computer science)  data model  solver  lookup table business business-essentials'],"excel skills for business: intermediate ii macquarie university modeling microsoft excel data validation index microsoft excel macro microsoft excel vba macro (computer science) data model solver lookup table business business-essentials beginner spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. in this third course of our excel specialization excel skills for business you will delve deeper into some of the most powerful features excel has to offer. when you have successfully completed the course you will be able to check for and prevent errors in spreadsheets; create powerful automation in spreadsheets; apply advanced formulas and conditional logic to help make informed business decisions; and create spreadsheets that help forecast and model data. once again, we have brought together a great teaching team that will be with you every step of the way. nicky, prashan and myself will guide you through each week. as we are exploring these more advanced topics, we are following alex who is an excel consultant called in by businesses that experience issues with their spreadsheets.",ENGINEERING
"understanding china, 1700-2000: a data analytic approach, part 1",The Hong Kong University of Science and Technology,Population  Algebra  iteration  Studentized Residual  Chi-Squared Distribution  Average  analysis  analytics  immutable object  latex data-science data-analysis,4.6,0.0,Beginner,"the purpose of this course is to summarize new directions in chinese history and social science produced by the creation and analysis of big historical datasets based on newly opened chinese archival holdings, and to organize this knowledge in a framework that encourages learning about china in comparative perspective. our course demonstrates how a new scholarship of discovery is redefining what is singular about modern china and modern chinese history. current understandings of human history and social theory are based largely on western experience or on non-western experience seen through a western lens. this course offers alternative perspectives derived from chinese experience over the last three centuries. we present specific case studies of this new scholarship of discovery divided into two stand-alone parts, which means that students can take any part without prior or subsequent attendance of the other part. part 1 (this course) focuses on comparative inequality and opportunity and addresses two related questions who rises to the top and who gets what . part 2 (https://www.coursera.org/learn/understanding-china-history-part-2) turns to an arguably even more important question who are we as seen through the framework of comparative population behavior - mortality, marriage, and reproduction and their interaction with economic conditions and human values. we do so because mortality and reproduction are fundamental and universal, because they differ historically just as radically between china and the west as patterns of inequality and opportunity, and because these differences demonstrate the mutability of human behavior and values. course overview video: https://youtu.be/dzupryj4etk",https://www.coursera.org/learn/understanding-china-history-part-1,coursera_v1,['population  algebra  iteration  studentized residual  chi-squared distribution  average  analysis  analytics  immutable object  latex data-science data-analysis'],"understanding china, 1700-2000: a data analytic approach, part 1 the hong kong university of science and technology population algebra iteration studentized residual chi-squared distribution average analysis analytics immutable object latex data-science data-analysis beginner the purpose of this course is to summarize new directions in chinese history and social science produced by the creation and analysis of big historical datasets based on newly opened chinese archival holdings, and to organize this knowledge in a framework that encourages learning about china in comparative perspective. our course demonstrates how a new scholarship of discovery is redefining what is singular about modern china and modern chinese history. current understandings of human history and social theory are based largely on western experience or on non-western experience seen through a western lens. this course offers alternative perspectives derived from chinese experience over the last three centuries. we present specific case studies of this new scholarship of discovery divided into two stand-alone parts, which means that students can take any part without prior or subsequent attendance of the other part. part 1 (this course) focuses on comparative inequality and opportunity and addresses two related questions who rises to the top and who gets what . part 2 (https://www.coursera.org/learn/understanding-china-history-part-2) turns to an arguably even more important question who are we as seen through the framework of comparative population behavior - mortality, marriage, and reproduction and their interaction with economic conditions and human values. we do so because mortality and reproduction are fundamental and universal, because they differ historically just as radically between china and the west as patterns of inequality and opportunity, and because these differences demonstrate the mutability of human behavior and values. course overview video: https://youtu.be/dzupryj4etk",ARTS
statistical data visualization with seaborn,Coursera Project Network,Feature Selection  Data Analysis  analysis  Data Visualization  Kaggle  visualization library  General Statistics  project  project mine  Exploratory Data Analysis data-science machine-learning,4.5,0.0,Beginner,"welcome to this project-based course on statistical data visualization with seaborn. producing visualizations is an important first step in exploring and analyzing real-world data sets. as such, visualization is an indispensable method in any data scientist's toolbox. it is also a powerful tool to identify problems in analyses and for illustrating results. in this project, we will employ the statistical data visualization library, seaborn, to discover and explore the relationships in the breast cancer wisconsin (diagnostic) data set. we will use the results from our exploratory data analysis (eda) in the previous project, breast cancer diagnosis exploratory data analysis to: drop correlated features, implement feature selection and feature extraction methods including feature selection with correlation, univariate feature selection, recursive feature elimination, principal component analysis (pca) and tree based feature selection methods. lastly, we will build a boosted decision tree classifier with xgboost to classify tumors as either malignant or benign. this course runs on coursera's hands-on project platform called rhyme. on rhyme, you do projects in a hands-on manner in your browser. you will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. everything is already set up directly in your internet browser so you can just focus on learning. for this project, you ll get instant access to a cloud desktop with python, jupyter, and scikit-learn pre-installed. notes: - you will be able to access the cloud desktop 5 times. however, you will be able to access instructions videos as many times as you want. - this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",https://www.coursera.org/learn/statistical-data-visualization-seaborn,coursera_v1,['feature selection  data analysis  analysis  data visualization  kaggle  visualization library  general statistics  project  project mine  exploratory data analysis data-science machine-learning'],"statistical data visualization with seaborn coursera project network feature selection data analysis analysis data visualization kaggle visualization library general statistics project project mine exploratory data analysis data-science machine-learning beginner welcome to this project-based course on statistical data visualization with seaborn. producing visualizations is an important first step in exploring and analyzing real-world data sets. as such, visualization is an indispensable method in any data scientist's toolbox. it is also a powerful tool to identify problems in analyses and for illustrating results. in this project, we will employ the statistical data visualization library, seaborn, to discover and explore the relationships in the breast cancer wisconsin (diagnostic) data set. we will use the results from our exploratory data analysis (eda) in the previous project, breast cancer diagnosis exploratory data analysis to: drop correlated features, implement feature selection and feature extraction methods including feature selection with correlation, univariate feature selection, recursive feature elimination, principal component analysis (pca) and tree based feature selection methods. lastly, we will build a boosted decision tree classifier with xgboost to classify tumors as either malignant or benign. this course runs on coursera's hands-on project platform called rhyme. on rhyme, you do projects in a hands-on manner in your browser. you will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. everything is already set up directly in your internet browser so you can just focus on learning. for this project, you ll get instant access to a cloud desktop with python, jupyter, and scikit-learn pre-installed. notes: - you will be able to access the cloud desktop 5 times. however, you will be able to access instructions videos as many times as you want. - this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",ENGINEERING
professional responsibility and ethics for accountants,University of Illinois at Urbana-Champaign,behavior  corporate action  committee  ethics  corporate directors  reason  proactivity  corporate bond  corporate governance  hedonism business leadership-and-management,4.8,0.0,Advanced,"accountants perform a wide variety of activities which include, but are not limited to, accounting, auditing, tax, management consulting, and financial management. however, a professional accountant s responsibility is not exclusively to satisfy the needs of an employer or professional services client. one of the distinguishing characteristics of the accounting profession is its acceptance of the responsibility to act in the public interest. this course will introduce you to professional guidance that enables accountants to uphold the obligation to act in the public interest while meeting their professional responsibilities to employers and clients. you will also learn foundational knowledge of the moral dimensions of business that are helpful for recognizing and interpreting the ethical issues embedded in situations you will encounter in your career. topics in the course include professional standards, values and norms, ethical theories, theories of a firm and business purpose, and corporate governance.",https://www.coursera.org/learn/ethics,coursera_v1,['behavior  corporate action  committee  ethics  corporate directors  reason  proactivity  corporate bond  corporate governance  hedonism business leadership-and-management'],"professional responsibility and ethics for accountants university of illinois at urbana-champaign behavior corporate action committee ethics corporate directors reason proactivity corporate bond corporate governance hedonism business leadership-and-management advanced accountants perform a wide variety of activities which include, but are not limited to, accounting, auditing, tax, management consulting, and financial management. however, a professional accountant s responsibility is not exclusively to satisfy the needs of an employer or professional services client. one of the distinguishing characteristics of the accounting profession is its acceptance of the responsibility to act in the public interest. this course will introduce you to professional guidance that enables accountants to uphold the obligation to act in the public interest while meeting their professional responsibilities to employers and clients. you will also learn foundational knowledge of the moral dimensions of business that are helpful for recognizing and interpreting the ethical issues embedded in situations you will encounter in your career. topics in the course include professional standards, values and norms, ethical theories, theories of a firm and business purpose, and corporate governance.",ACCOUNTANT
technical writing,Moscow Institute of Physics and Technology,Writing  medical writing  report writing  recommender systems  Communication  Laboratory Research  technical communication  organizing (management)  academic writing  primary research language-learning learning-english,4.4,0.0,Advanced,"the course develops technical writing skills necessary to communicate information gained through a process of technical or experimental work. the course highlights the factors that determine the degree of technicality of the language and concepts involved. you will learn how to write different technical reports, e.g., laboratory reports, research reports, design and feasibility reports, progress reports, consulting reports, etc. the course also approaches several language, structure, style, and content issues that you can encounter while reporting the results of your research.",https://www.coursera.org/learn/technical-writing,coursera_v1,['writing  medical writing  report writing  recommender systems  communication  laboratory research  technical communication  organizing (management)  academic writing  primary research language-learning learning-english'],"technical writing moscow institute of physics and technology writing medical writing report writing recommender systems communication laboratory research technical communication organizing (management) academic writing primary research language-learning learning-english advanced the course develops technical writing skills necessary to communicate information gained through a process of technical or experimental work. the course highlights the factors that determine the degree of technicality of the language and concepts involved. you will learn how to write different technical reports, e.g., laboratory reports, research reports, design and feasibility reports, progress reports, consulting reports, etc. the course also approaches several language, structure, style, and content issues that you can encounter while reporting the results of your research.",CONSULTANT
hosting a static website (html/css/javascript) in aws s3,Coursera Project Network,pageable memory  web hosting service  front and back ends  entry point  project mine  download  project  upload  Databases  Risk information-technology cloud-computing,4.5,0.0,Advanced,"in this one hour project, you will learn how to use amazon web services s3 storage service for hosting a static website (html/css/javascript). many companies and individuals today need a website and most of those don't require complex databases or backends. amazon web services provides a simple storage service s3 free tier that can be also used to host a static website with no servers and no complexity. many professionals don't know that it is possible to use aws simple storage service, s3, not only to store objects but also to host a completely static website made in html/css and javascript and take advantage of all scalability and availability aws offers. once you're done with this project, you will be able to deploy a static website in any aws region you want with just a few steps and without huge tech experience. note: for this project, you will need an aws account.",https://www.coursera.org/learn/hosting-static-web-site-aws,coursera_v1,['pageable memory  web hosting service  front and back ends  entry point  project mine  download  project  upload  databases  risk information-technology cloud-computing'],"hosting a static website (html/css/javascript) in aws s3 coursera project network pageable memory web hosting service front and back ends entry point project mine download project upload databases risk information-technology cloud-computing advanced in this one hour project, you will learn how to use amazon web services s3 storage service for hosting a static website (html/css/javascript). many companies and individuals today need a website and most of those don't require complex databases or backends. amazon web services provides a simple storage service s3 free tier that can be also used to host a static website with no servers and no complexity. many professionals don't know that it is possible to use aws simple storage service, s3, not only to store objects but also to host a completely static website made in html/css and javascript and take advantage of all scalability and availability aws offers. once you're done with this project, you will be able to deploy a static website in any aws region you want with just a few steps and without huge tech experience. note: for this project, you will need an aws account.",INFORMATION-TECHNOLOGY
